#Table1
specobjid,oiii_5007_flux,oiii_5007_flux_err,h_beta_flux,h_beta_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err
3092939474091403264,134.741,8.446086,38.00314,6.407138,234.9949,10.03462,373.7536,10.63363
379506367435663360,1700.553,29.29984,3136.074,36.44947,11471.43,108.1962,4230.667,37.28239
621633396317120512,70.0569,2.962384,236.4291,3.474313,923.4749,6.917922,402.5594,4.552309
2001955652628408320,130.6564,13.57522,85.61443,13.95387,263.0497,22.51579,436.6714,22.06203
457274279155755008,958.0662,8.916453,915.2215,8.10966,3379.098,22.3884,734.6161,5.793133
712808475364714496,174.6303,9.015629,61.42393,8.090686,235.739,12.83358,321.2444,12.20937
2049151095191660544,256.3197,7.445582,895.5764,10.0017,4692.319,29.65679,2468.124,16.98371
760034707374106624,108.7433,10.04208,121.2102,8.359757,663.1885,16.80971,395.7936,16.66969
2034657332360669184,100.3237,8.981464,83.13992,8.919571,145.9146,12.6091,171.0179,12.45654
738701425600653312,84.81606,8.993243,30.12839,5.593523,93.56311,7.616985,162.5916,10.26352
2836179600281724928,2325.545,30.18482,1094.148,18.14066,4913.315,47.48413,3903.085,38.62208
860251063171704832,49.40711,6.936547,119.125,6.671094,503.1718,11.46475,319.7461,10.91371
327725136549537792,177.6524,11.96084,60.65162,7.859142,249.0444,10.92929,107.0863,12.91057
453810811371022336,224.9048,13.265,100.7597,10.92301,244.9906,15.54185,243.7554,15.59985
2844133467598383104,349.6696,6.117557,301.9255,5.171391,1090.838,10.17827,310.3551,5.8255
1351143154891384832,77.6571,6.420899,60.9954,5.441838,293.4192,8.827817,296.3216,8.994952
2897033437170919424,80.13409,8.993731,43.30599,8.149185,110.6197,12.95962,155.461,13.0204
865828374356977664,430.9927,8.300897,36.50747,4.036982,152.5057,5.959872,238.2887,6.705326
1959223394117380096,265.6523,12.67457,108.1798,10.20709,449.7852,20.09185,738.2569,21.6438
1611297232185747456,97.31697,7.192484,41.84649,5.972548,183.9465,9.966138,299.4511,10.96915
506797651723839488,22.94992,2.704117,17.74886,2.281032,74.23956,3.310253,92.23811,3.439317
392955038911195136,44.03122,2.895383,212.1412,3.265459,1010.639,5.867961,412.7115,3.994951
1551607495850485760,424.2086,10.7297,859.5808,12.00789,3358.509,26.32436,2703.162,21.06899
1920916965338146816,782.5197,10.23955,743.0601,8.628454,2808.334,29.98997,655.5192,7.574698
443659295473559552,1010.049,10.34326,441.7576,5.973459,1346.36,10.27455,170.9037,3.710104
2991671708907235328,58.46272,5.188779,28.28861,4.400564,121.3435,7.489728,165.7939,7.867372
2968032751619434496,1070.759,6.662357,1005.185,6.013339,3609.891,16.95721,767.5396,3.831604
1004456688427755520,224.547,8.379918,862.7401,11.05003,4470.482,35.07556,1973.625,18.87499
2041424546988320768,56.87514,6.981375,28.75209,5.647291,84.01601,8.141701,131.142,9.267182
606871078744123392,167.6216,11.6741,190.9049,10.74069,500.0597,16.33469,620.9647,17.66976
2908305081193490432,6372.962,38.29589,2008.347,13.51029,6812.091,41.0007,741.5893,5.987211
962795368167270400,455.0986,10.37578,569.1046,9.531271,2388.482,25.10738,732.5,10.39396
1556046774953601024,6137.02,47.40217,624.3373,15.76835,2315.617,31.83517,3161.543,33.28547
2801414959693588480,343.7132,11.42001,1161.251,15.70676,6183.866,50.75211,3451.635,30.92451
438062230173411328,150.1393,12.71107,78.27047,11.92783,152.5684,15.70348,140.4799,14.3857
2035709839883134976,116.7016,6.980047,933.417,11.28297,5167.769,36.17119,1887.212,17.15668
797221008296667136,123.6174,5.733252,75.47269,5.717903,204.149,7.991678,254.5491,7.599491
2984863807869839360,114.1799,9.007278,90.62287,7.386853,398.4968,15.18313,454.8624,16.86517
2793373680346884096,72.56512,5.443369,28.16418,4.792065,110.8964,7.047174,76.92385,6.31201
393066914219321344,150.873,2.855905,222.1254,2.835821,992.0758,5.739892,411.0791,3.612895
749923591046326272,46.15541,3.645706,89.9816,3.508876,306.5034,5.109126,184.7592,4.712066
2168658648333576192,89.86642,6.136144,44.90473,5.227229,168.3498,8.204801,221.0699,8.595968
2238322058352158720,285.5993,12.15562,512.2378,10.8709,3669.238,33.71463,3091.287,27.40485
2733854362374793216,79.3125,6.03878,45.06057,4.529568,127.7158,6.472085,42.68523,6.261672
1005512498008320000,1086.957,13.44569,1582.364,15.04655,5999.017,42.02035,3010.845,20.69637
2908334768007440384,18.49281,3.120105,32.07315,2.467171,143.5693,4.026599,77.86396,4.319983
950381881940011008,478.0686,13.82434,2424.668,25.00741,12356.05,90.06229,7663.177,51.30805
2035784606673823744,259.3118,8.532323,1030.79,11.82242,5628.224,40.32765,2701.798,21.88295
738622535641360384,95.74272,8.58252,73.97823,7.00597,375.0424,12.34233,482.0188,13.66698
2738292270393485312,132.2305,3.446681,647.1654,5.912889,3126.749,17.62225,1385.129,8.364407
3089470240682174464,697.5121,12.93939,1368.104,14.90736,7515.619,49.80277,4053.742,27.32468
3343996467592325120,80.73515,6.528084,39.16608,5.987207,144.3445,9.226276,141.3919,8.549505
1629340769900849152,869.8339,16.03332,293.9069,9.434753,1650.313,27.08217,1309.402,24.1893
516825747793405952,260.0429,8.12911,175.2333,6.811983,608.4916,11.08047,316.27,9.606682
2797922086583035904,740.4637,10.47734,1440.234,13.42301,5141.542,35.92513,1676.39,12.78123
635061185963649024,72.35931,4.284907,43.28411,3.940506,142.2006,5.910994,150.7067,5.831207
2820512097362798592,1141.63,20.40248,363.054,13.85396,1631.415,29.12049,1467.988,26.12133
2161893353237538816,293.0093,5.141129,846.2684,7.399591,4716.096,28.89706,1782.938,11.19463
609276809212618752,537.8494,4.097365,417.3955,3.177489,1508.548,7.87278,311.7314,2.304628
751141025531062272,295.3614,9.58413,258.3612,7.820247,1040.686,15.33604,607.0221,13.05696
443609543193159680,33.14077,4.083726,30.62161,4.158335,70.38925,4.790779,99.2342,4.794061
777019132846565376,732.6837,14.65803,868.057,13.55809,4306.438,37.66,2228.227,25.3915
3001721790377519104,61.01204,7.567687,145.8181,7.131382,838.1998,13.47288,427.5466,11.57399
2408390675507734528,8954.299,336.4544,371.9298,8.265826,1419.468,16.06351,1863.039,17.11659
2260967599904942080,77.06445,9.108285,88.41161,8.519684,205.0261,12.20563,129.2893,11.70129
683588683827275776,2058.328,15.76584,1521.05,12.63926,6011.126,34.35493,2319.284,14.66649
2522125531751671808,74.52492,7.449596,101.1698,7.674683,257.6749,11.71602,157.1478,10.44042
617086640757696512,63.84546,3.92661,19.9637,3.166913,91.18139,4.462329,125.0013,4.572644
2165134713600108544,176.9746,13.12731,186.7225,14.66582,539.1073,25.66793,623.8286,23.66879
2823862859367213056,175.1025,13.25035,61.13279,9.150318,238.3244,16.54949,237.5007,18.85275
457272629888313344,352.094,5.731582,88.3691,3.689729,347.8398,5.930252,406.735,6.129187
2741685634396612608,52.40072,4.757541,25.63483,4.156161,83.1479,6.084855,113.3515,6.366022
1456925795636242432,434.2856,14.93886,760.5303,15.75493,3193.848,34.3646,2127.768,27.20053
1375943465883428864,2183.46,25.85782,732.654,15.69523,3909.164,37.24656,3456.265,31.73715
1647319158448220160,764.3829,21.21968,434.6566,15.31529,1572.383,29.9083,714.8591,24.39242
2582918077897271296,48.70671,2.913665,30.82472,2.752083,93.95538,4.104611,60.51918,3.363649
2937581233942587392,80.82633,5.683473,54.47095,5.110553,255.1709,7.988343,282.4006,8.528765
2009900458100942848,2876.047,31.42904,2037.056,24.42722,9504.388,75.10806,3954.461,36.88274
783690693653587968,131.3573,7.395684,99.25674,5.881478,381.3207,9.616488,733.5363,12.011
1918579399188310016,173.5757,10.99185,99.20873,11.18472,136.9855,14.39569,136.0948,12.36547
2429795698552629248,88.93002,6.141963,94.80769,4.946017,350.2201,8.664713,311.5451,9.26956
635151620795033600,122.7653,3.085863,46.57806,2.231886,165.7143,2.914462,152.0144,2.893863
343551231253309440,206.196,7.252104,88.78378,4.601058,349.4867,7.064286,510.868,8.353708
512297408902752256,4887.686,34.52084,2969.354,23.23971,9668.336,61.33652,2144.424,14.43098
392956963056543744,13.83089,2.492117,12.34777,1.826411,26.74763,2.294482,40.25853,2.9269
393091928108853248,172.4489,3.894795,917.3574,6.453292,3543.482,15.32326,1495.045,7.62639
2979281311987951616,75.49704,6.408216,44.34372,5.462719,137.1607,9.063805,192.9624,9.826832
2168581407641724928,133.3197,6.545409,49.38228,4.947236,140.5117,7.447526,198.1082,8.395162
3185236334960732160,36.31393,2.603936,185.3663,3.078673,926.6036,7.353087,321.5735,4.389384
2237289896777639936,3338.761,31.16627,2546.273,23.80511,8981.012,75.30372,1789.353,15.85407
3105276824054163456,88.57294,5.891912,78.22061,4.677807,287.6976,7.901863,361.4651,8.68321
543923211859945472,106.9701,12.55974,71.18328,11.57082,165.8618,15.47383,218.1543,16.94273
2572721756263442432,92.56021,7.087831,88.01129,5.725039,455.3201,11.40328,349.4336,11.69534
3089621148653086720,259.3684,8.357947,139.9934,6.006478,503.4296,10.278,432.9614,10.19122
2112349378583750656,13021.97,62.8258,4448.987,25.96056,14187.44,65.54818,1680.922,13.41255
2402770246910896128,157.666,9.09106,232.2401,8.178154,860.988,14.87995,537.3231,13.58105
1641565689917499392,79.49393,9.618537,263.3401,8.643849,1227.583,17.15419,524.75,13.88941
2580671225550366720,381.0535,12.93414,104.3579,9.244693,338.7103,15.14282,345.545,14.81748
2742806865170688000,58.12259,4.237918,18.79779,2.944084,55.33094,2.932251,23.86265,3.799834
2837438816208316416,84.86417,3.283915,528.2588,4.707238,2329.997,11.10184,1132.783,6.280765
2027865373839222784,169.8599,8.53529,179.9334,8.174543,709.0253,14.57459,602.337,14.05704
2352039873575151616,74.66541,5.984449,56.83561,5.778093,176.7421,9.312205,271.9353,9.51749
2582986260888971264,71.87603,7.377142,43.34217,5.830242,126.1507,8.997857,145.7198,10.16922
2582988171763542016,74.84797,4.384051,42.25032,3.512107,123.1284,5.303919,144.433,6.057906
532713690898655232,93.88316,5.273432,59.08947,3.866002,213.7847,5.650489,370.2016,7.073739
1874695412833609728,240.483,9.235972,395.9485,8.709839,1467.31,14.95297,1365.508,15.26297
2813697604540459008,148.7356,10.36188,120.2066,8.329564,347.2112,13.1921,232.6358,13.55465
631787116405221376,115.4262,11.47202,80.39015,11.43221,218.2165,17.54236,157.4736,15.07523
635153819818289152,44.26082,3.619859,23.61263,2.641708,86.23957,3.425123,116.884,3.820231
2821617936601475072,165.3997,11.61778,85.65576,9.845462,291.8272,17.23421,495.6467,18.97857
751034647781074944,1389.691,20.20708,3902.108,32.97121,16548.14,103.1265,6081.352,40.54163
1061826456352483328,116.9357,9.790046,45.45727,6.645201,187.1837,11.04083,392.2331,15.45892
1062986445112764416,67.62151,4.72068,39.88143,3.750535,161.1562,6.286424,201.4591,7.143301
1551606121460951040,67.56916,7.763603,26.91307,3.737898,143.3886,6.270504,362.8023,12.76742
2279949293064316928,3006.97,52.04749,2050.18,32.34254,5334.317,65.04954,1348.687,17.3285
2901524667711907840,87.16379,9.982759,76.85022,10.03007,205.3884,16.41823,269.6823,16.3082
2647003663532320768,36.71897,3.004926,12.7602,2.326324,50.14971,2.888595,55.33787,3.196676
470761706352568320,225.0186,9.589763,894.1333,13.59681,3285.096,32.03737,1497.636,17.49272
552979339684112384,42.747,3.851512,36.46496,3.902609,129.8605,5.637755,142.3213,4.99173
3277589264514181120,1735.613,8.484062,1122.651,5.741568,4133.963,16.99168,990.6851,4.332562
2968047045270595584,17.25338,1.473576,32.74776,1.324268,130.0697,1.994057,88.33881,1.862136
1479548252360566784,325.3937,6.167125,406.2341,5.953389,1554.187,10.76972,532.0678,6.662009
1479582612098934784,116.8366,5.770819,42.33076,4.463215,169.6236,7.207592,345.5409,8.500565
315360852611983360,114.4921,8.387469,68.5118,8.140857,215.8928,11.84324,200.4113,11.1158
2522154943687714816,56.32207,7.017943,77.65857,6.740024,286.9741,11.29138,226.6727,11.21441
482017682871314432,184.5202,8.072387,1115.458,12.46083,4548.184,30.6023,1716.851,15.32984
3240444460408006656,68.39828,4.303103,52.22805,3.450207,114.1185,4.070751,37.00938,3.861378
2439844679705978880,1217.125,22.91661,5218.981,47.87026,18414.09,136.8324,7463.471,50.63567
2477101081222473728,226.585,8.71481,776.2769,11.18699,3296.398,46.97342,1894.952,18.14174
3247252637430605824,566.772,9.610229,131.8963,6.409513,465.7422,11.17637,712.1586,11.8258
2027862899938060288,97.46906,10.27042,99.55724,10.05049,344.5352,17.30946,404.711,17.69066
2740479744985294848,66.21374,8.13273,45.63389,6.952193,245.9077,11.97151,262.6497,12.20092
1503219359525398528,14803.74,106.6192,4171.77,37.79506,14603.09,121.5255,1302.108,15.05125
433537191445030912,58.59179,7.183918,26.77557,4.934355,61.71312,6.391932,52.51645,7.566766
2283442997754357760,808.1348,9.889027,386.4137,6.340352,1573.917,14.49673,1189.114,11.2457
2937592229058865152,41.76096,4.174642,77.88712,3.884274,312.2826,7.413342,195.756,6.61952
1874750663292905472,47.51338,6.014441,104.6673,5.889527,456.9527,9.333605,285.7814,9.025135
409913086674233344,1623.991,13.34248,184.8906,5.079394,777.0163,8.988854,859.6522,8.983708
744385076334192640,142.7481,8.622535,601.2401,9.785252,4676.298,35.24901,2294.917,20.88548
2383626653969442816,4433.455,34.14847,569.2051,10.84045,2661.47,27.18819,1745.936,21.51038
1880257025275881472,246.6236,10.58202,244.9244,9.194058,1588.738,22.24226,1738.209,22.00434
2115678974905444352,780.1848,16.53868,2252.112,25.33994,33024.26,468.1544,17620.34,109.3207
2067246588706711552,53.40701,5.925193,26.0278,4.925655,125.3575,8.02062,159.3333,8.517857
3001679734057756672,105.9821,9.331771,58.14252,8.309167,180.6384,13.92392,301.6192,14.43707
3001751477191469056,106.8847,6.365555,86.50205,5.336984,318.1252,9.32227,398.0862,9.810698
3001771543278675968,73.63195,6.759197,46.78571,6.438868,135.7106,9.968325,163.5085,9.661489
1875903501486286848,60.98048,4.712129,29.78526,4.007055,139.6015,5.958501,142.9785,6.124451
2723612142354851840,196.0428,14.50755,110.9562,13.9658,369.4147,24.36086,594.1729,24.37724
1101160661125195776,12618.78,79.28253,4066.304,28.99471,15942.81,95.07937,2324.289,15.45469
1673248115357935616,188.1372,17.5293,89.29368,12.91428,297.9095,22.82457,275.0341,24.88759
1533628556406450176,364.2648,6.911492,270.5744,6.118023,1038.366,10.83482,791.9855,9.347922
2402769697155082240,191.5258,11.23669,120.4524,10.85445,315.1962,17.222,465.098,17.19696
482035000179451904,18.58572,3.203973,31.51543,3.386699,95.02374,4.529397,80.13768,4.386142
1792566017642227712,85.07539,5.689357,54.70678,5.532656,156.6076,9.006475,191.6503,8.198835
1792567117153855488,80.14186,5.391346,51.2449,5.110497,119.0334,7.56004,142.0237,7.483153
2034544907296729088,113.4102,10.78347,52.53115,8.587022,155.292,13.94253,88.26109,13.17896
1946836034796939264,47.19717,4.809298,58.07232,4.047652,231.8428,6.387797,145.9844,6.557826
466134413076359168,67.95773,3.673719,270.3214,4.2669,1119.849,7.050234,419.0205,4.378375
1874777051571972096,87.45499,4.973968,38.51067,4.266788,188.103,6.299037,316.6233,7.05878
2795621353066096640,1579.43,18.39284,350.8303,9.231826,1155.597,13.02389,571.5577,9.364457
635068882545043456,420.6646,4.338656,722.3129,5.343303,2626.005,13.1895,818.2651,4.812933
637389402070345728,77.93363,4.808287,163.8732,4.863611,732.0427,8.922319,391.319,7.391785
2793418210567809024,134.8342,8.547001,79.38587,8.331677,255.7835,13.50608,251.4209,12.06145
526925036771108864,339.3191,7.277126,238.1575,5.450875,913.3909,9.496537,364.3384,6.336511
1628173912514783232,1210.058,22.51457,2189.936,27.31945,6989.356,66.4625,3413.577,36.16414
2990493856773990400,43.85452,4.821239,207.4138,5.138577,1205.747,11.55123,460.9834,8.241459
2993784970188711936,97.21776,5.495128,238.2069,5.577919,1254.072,12.4472,668.8825,9.352262
552954050916673536,39.83118,3.373856,16.2377,2.878766,61.2093,4.106027,59.37041,3.890666
3112113587557001216,96.38228,8.200092,46.25677,6.14552,169.3528,10.35853,166.5213,11.04047
609240250450995200,241.8594,2.748705,242.2523,2.533002,790.5424,4.626496,203.454,2.026813
2909466166445500416,158.3275,10.1631,60.84628,8.675361,236.7975,14.74898,395.7206,15.3946
726318726571386880,73.53647,14.36114,73.58406,12.34883,160.9377,18.33643,128.2608,20.08769
946910998558697472,373.0042,13.75465,434.1843,12.4641,1785.013,25.71947,1784.927,25.49698
1554946988011710464,316.4471,13.37786,105.3172,9.79029,321.0331,15.83535,328.1498,16.19197
483129837825845248,56.18512,2.610944,70.29011,2.298239,277.9914,3.543074,154.0647,3.282947
3347440962677794816,4630.146,36.21067,1815.981,16.68585,6263.582,40.88177,786.9276,9.005047
488692543119190016,58.76058,4.437449,17.38739,3.216843,130.481,5.152497,200.1721,6.268398
737593118114736128,71.53233,4.42959,413.0907,5.732159,2447.538,16.74028,901.051,8.385711
2016528586168625152,217.0428,7.092489,1590.361,14.42586,6869.823,47.78219,2560.177,18.32105
2743984163790022656,146.4403,9.583362,384.416,10.26239,1600.542,21.87453,1010.898,17.68142
1946797002134153216,508.5398,7.684999,942.5247,9.618112,4642.195,31.29281,1545.731,12.63628
346829700871514112,345.8728,13.29151,216.1277,10.43738,803.5585,18.82164,853.2526,19.40937
2267568242866284544,176.1196,8.855347,77.32465,7.190367,198.8465,10.21531,158.6986,9.75288
886200088718764032,92.63397,9.444036,52.34652,8.138181,172.7234,13.03365,196.8393,13.61262
1168695418142353408,88.35518,16.11237,62.69567,11.20786,79.53973,14.02777,110.3566,19.73308
2738278526498138112,299.8898,5.288089,489.765,5.665963,1707.561,11.47388,457.9409,4.885387
